,321100,321200,321910,3219A0,327100,327200,327310,327320,327330,327390,327400,327910,327991,327992,327993,327999,331110,331200,331313,33131B,331410,331420,331490,331510,331520,332114,33211A,332119,332200,332310,332320,332410,332420,332430,332500,332600,332710,332720,332800,332913,33291A,332991,332996,33299A,332999,333111,333112,333120,333130,333242,33329A,333314,333316,333318,333414,333415,333413,333511,333514,333517,33351B,333611,333612,333613,333618,333912,333914,333920,333991,333993,333994,33399A,33399B,334111,334112,334118,334210,334220,334290,334413,334418,33441A,334510,334511,334512,334513,334514,334515,334516,334517,33451A,334300,334610,335110,335120,335210,335220,335311,335312,335313,335314,335911,335912,335920,335930,335991,335999,336111,336112,336120,336211,336212,336213,336214,336310,336320,336350,336360,336370,336390,3363A0,336411,336412,336413,336414,33641A,336500,336611,336612,336991,336992,336999,337110,337121,337122,337127,33712N,337215,33721A,337900,339112,339113,339114,339115,339116,339910,339920,339930,339940,339950,339990,311111,311119,311210,311221,311225,311224,311230,311300,311410,311420,311513,311514,31151A,311520,311615,31161A,311700,311810,3118A0,311910,311920,311930,311940,311990,312110,312120,312130,312140,312200,313100,313200,313300,314110,314120,314900,315000,316000,322110,322120,322130,322210,322220,322230,322291,322299,323110,323120,324110,324121,324122,324190,325110,325120,325130,325180,325190,325211,3252A0,325411,325412,325413,325414,325310,325320,325510,325520,325610,325620,325910,3259A0,326110,326120,326130,326140,326150,326160,326190,326210,326220,326290,total
332310,,57,,30,,,,,4,116,,,,,,,,24,,,,,,,,18,20,90,8,1328,19,45,14,7,33,21,567,14,39,7,64,2,7,41,8,2,2,93,35,10,299,,1,26,3,170,43,7,5,4,4,124,1,5,176,85,80,307,6,19,7,29,5,1,1,2,,8,1,90,6,28,16,4,,,,,,14,5,4,,,27,1,19,13,13,114,38,46,13,,51,,20,4,16,7,14,6,0,2,632,16,174,7,80,36,40,1650,1,513,186,3,306,184,200,3,33,6,,10,,7,1,16,24,2,,,7,,7,5,14,2,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,156,8,,,43306
332320,,10,96,141,,2,,,4,36,,,,,,2,4,,,,,1,2,,,47,1,21,,123,416,10,3,7,,38,117,5,,,37,,1,,22,29,1,9,,11,152,21,,949,2,7,51,,3,1,0,,0,1,429,2,,39,,,1,105,,31,190,26,7,139,22,97,48,148,13,195,108,38,14,42,85,,22,,,,7,1,16,,12,530,394,,,,23,,218,9,4,3,71,2,10,211,43,2,15,117,149,336,17,1,3,,,,1,1,,,77,1,,,,36,0,64,21,,203,236,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,64,,,,,,,,,,,,,,,,,,,,,1240,,,,41400
332410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,13,,,3,55,,,,3,,,,1,,,,,9,338,,,,10,4,,,,,,31,,,40,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,13,,,8,5,70,,,,1,,11,,3,158,45,186,81,22,32,,,,,,,,,,,6971
332420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,454,,,11,23,,,,12,,,,0,,,,,12,405,,,,,,,,,,,38,,,44,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,87,,,1,16,79,,,,2,3,,,34,146,33,64,24,18,94,,,,,,,,,,88,8055
332430,,,,3,,,,,,,,,,,,,,,,,,,,,,9,12,18,11,66,6,48,14,3353,36,14,32,18,44,9,59,4,12,52,12,5,3,75,38,14,70,,1,30,4,19,43,9,8,7,7,136,1,9,135,81,80,153,9,22,8,14,10,,0,1,0,11,8,1,2,21,19,33,0,,0,,0,29,1,0,,,8,2,20,3,4,24,14,5,0,,24,,7,5,23,10,14,6,0,6,4,19,21,30,89,36,45,14,9,22,1,3,5,5,5,7,45,9,,12,0,10,5,17,33,3,,4,4,,4,3,5,2,2,7,23,1205,7,,,8,3,,36,25,2329,79,122,225,1,25,6,99,,11,223,52,45,56,75,104,3167,,,1751,,,,,,,,,,,,,,,,,,,30,1,1,185,0,8,4,29,173,,,2,5,17,9,,76,312,68,138,9,36,203,,,,,,,33,11,,,17580
332500,,82,124,143,,,1,6,,,,,,,,,,,,,,,,,,,,0,,2,424,1,,1,506,7,53,346,1,1,8,,1,1,4,1,0,19,1,5,1,,0,1,1,94,,,1,,,0,,,34,1,,0,1,1,,8,0,,,9,,,,10,,,11,,,,,,,1,,,,,,,1,,1,,,,,,,,,94,321,47,167,141,0,1,1,4,1,4,0,72,2,233,85,263,,,0,3,238,1,2,1,177,237,46,22,30,36,295,,1,1,,,,,1,,,99,23,,,,,,,,,,,6,,4,,,,,7,,,,,,,25,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,159,,302,3,8728
332600,,,,1,,,,,,,,,,,,,,142,,,,,,,1,1,1,3,7,1,4,2,1,0,16,477,43,130,2,1,24,0,1,4,4,1,1,1,3,23,10,1,0,1,1,8,0,1,1,1,1,1,0,1,1,1,0,,1,1,1,36,1,,,,,0,,,,0,77,1,,0,,,0,1,1,,,,2,1,2,0,2,4,1,1,1,,2,,0,28,501,41,280,,0,2,2,1,1,3,11,3,2,340,518,340,,,397,1,,1,2,1,,178,4,7,1,0,1,445,2,2,0,,0,1,1,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,93,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,471,5645
332710,289,246,24,69,14,40,23,128,17,38,15,8,15,46,24,4,247,95,4,508,66,84,87,273,202,39,78,111,72,369,1048,151,42,40,256,87,534,207,346,57,382,46,48,277,89,17,11,87,307,68,967,27,0,225,22,183,20,103,85,64,47,57,10,59,59,25,41,474,62,187,50,74,120,10,5,8,5,187,30,37,39,112,104,34,2,92,43,77,113,182,19,3,1,5,54,30,110,32,35,147,120,43,3,39,329,19,73,32,131,50,143,49,1,20,752,133,243,280,564,777,339,154,4,165,64,55,102,21,74,17,223,38,104,143,6,88,10,115,178,42,287,183,7,19,10,4,19,1,19,41,325,2,3,,,,,3,77,5,30,5,,6,,6,6,0,99,,110,,13,32,9,319,15,15,51,209,8,10,28,27,19,43,3,6,60,423,484,546,350,61,140,54,339,39,133,1,29,21,13,18,45,58,160,213,103,2,1,1,5,22,16,118,154,654,144,37,264,243,76,23,63,28,56,813,83,25,314,37044
332720,128,85,81,108,5,15,10,53,7,16,6,3,6,18,11,2,141,26,1,27,15,20,8,39,37,305,34,136,113,497,821,109,26,28,208,96,487,1375,186,30,493,86,9,92,389,104,81,85,27,197,499,21,1,267,23,291,16,57,45,53,31,32,18,53,142,112,139,135,55,83,31,426,204,1,2,5,11,207,170,4,47,225,422,88,4,148,106,64,128,427,42,6,1,1,199,47,516,212,181,150,88,156,1,7,208,6,27,126,357,357,494,270,1,69,449,37,299,119,1167,1827,459,429,14,496,6,35,439,38,247,13,33,27,45,44,1,31,7,69,113,20,206,159,9,3,7,3,147,1,6,25,70,,,,,,,,,,,,,,,,,,,,,,,,,586,38,7,23,,3,7,14,12,9,19,1,2,19,118,140,165,99,17,49,16,137,14,135,1,34,9,9,7,20,26,68,68,21,,0,,,9,7,51,67,275,63,16,103,104,34,10,27,11,17,246,48,10,264,29110
332800,242,185,110,64,13,37,24,145,19,43,17,8,16,51,27,5,376,66,4,147,61,48,26,127,134,24,38,60,31,226,15,89,23,24,129,44,190,62,879,26,199,6,27,149,39,9,5,13,246,22,134,16,2,94,12,63,4,29,22,17,13,97,2,22,30,9,7,242,22,71,25,24,23,6,3,5,4,65,13,11,18,63,77,81,1,50,19,32,67,113,10,2,1,2,32,14,77,46,19,87,59,25,38,18,120,13,29,24,96,34,195,30,0,12,116,73,153,94,520,121,160,93,2,106,276,29,20,10,35,11,134,23,116,83,5,50,7,68,110,45,136,97,4,7,6,2,18,1,9,21,74,,,,,,,,,,,,,,,,,,,,,,,,,1452,95,17,,230,9,19,31,30,22,47,3,4,52,319,366,432,245,44,129,37,310,34,375,4,86,23,15,19,51,67,179,184,63,2,1,1,,19,18,133,172,732,162,33,271,271,85,26,70,31,46,460,60,28,,26122
332913,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,9,3,,,,,,,,,3,,,,,,,,,,,,,,,27,,,,,,,3,,,,5,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,83,4470
33291A,,,,23,,,,,,0,,,,,,,60,1,0,,,,,9,,13,18,24,22,176,84,75,69,3,27,29,144,13,21,11,1530,8,72,63,10,93,19,802,201,155,364,16,4,396,6,181,91,15,15,41,33,318,0,10,114,305,75,250,11,10,13,392,35,,0,0,7,49,1,0,0,6,9,1,0,21,5,4,22,8,51,,,,8,1,18,20,2,,,64,16,,,,12,177,488,89,46,20,0,2,239,77,26,,117,137,286,1582,20,427,116,28,28,156,2,9,375,10,,5,,4,1,8,13,1,42,40,8,,,0,8,1,2,,11,,,,,,,,9,,,8,21,8,2,,,,,,8,,10,,,182,22,3,,2,,,,,,,,,49,163,182,,,,,,,,,9,,,9,13,20,51,162,28,4,,,,,2,9,29,,,359,,139,,,,,15,,145,10,,85,24115
332991,,,,2,,,,,,,,,,,,,,69,,,,,,,,6,11,18,9,69,5,27,6,7,35,10,33,13,44,7,55,1032,9,42,10,172,72,45,30,20,130,6,2,27,4,106,10,8,5,38,20,129,20,129,19,62,55,89,49,98,8,14,178,,0,1,,6,2,0,1,27,21,6,0,14,4,5,15,19,28,4,,,15,,23,12,73,90,34,11,9,,49,,17,16,33,19,14,8,0,3,126,77,78,29,88,324,208,137,8,87,,4,18,3,4,4,12,7,,8,,8,3,17,27,3,29,24,1,,4,2,3,3,4,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,11,,,5983
332996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,69,186,,,1,,,,,832,,415,,7,,,,,1,,,,53,15,28,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949
33299A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,1237,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,13063
332999,40,46,14,21,28,7,6,26,33,239,2,1,3,9,20,20,3,39,1,12,27,7,5,91,408,6,7,13,25,58,11,21,6,6,23,22,44,28,37,9,50,4,7,34,674,22,27,5,45,18,162,4,2,25,8,18,5,5,7,5,5,28,1,12,44,10,5,122,11,16,4,58,6,,0,3,6,17,3,5,0,41,23,71,0,11,7,16,19,9,4,5,0,0,26,4,18,8,5,102,42,21,5,3,33,3,13,4,17,7,14,2,0,4,26,14,15,70,69,31,34,12,15,19,6,2,2,4,35,13,28,62,20,7,,6,11,15,29,13,54,27,4,,4,6,9,3,2,6,381,7,31,5,13,2,25,1,123,2,32,59,97,7,23,26,77,2,43,61,96,152,31,91,48,23,,4,10,56,1,4,7,5,4,11,1,1,9,11,42,73,13,6,171,5,29,8,,2,20,5,,3,10,72,8,43,10,7,,3,19,6,3,31,30,53,1,10,64,33,10,3,0,4,5,68,27,3,,13901
333111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24691
333112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7392
333120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32074
333130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16946
333242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14325
33329A,,,,,,,,,,,,,,,,,,,0,,,,,39,103,,,,,,,,,,,,,,,,,,,,,,,,,,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,1,,,,,,,,221,345,,,,,,634,11,,,,,112,43,123,481,235,155,,,,,,,,323,,,,,105,52,120,8,,4,30,353,,,,24425
333314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,96,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,8,,,0,4,1,2,16,,5,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,4553
333316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1179
333318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,1,1,2,1,195,1,0,1,2,0,9,8,7,1,4,2,0,1,1,1,1,2,2,2,21,0,0,41,0,2,1,3,7,5,2,5,0,1,1,3,9,7,1,1,0,5,20,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,10,0,17,0,1,25,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,18358
333414,,,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,21,,,,,,,,,,,,,,,,,,,,0,,,0,4384
333415,1,,41,108,,4,,2,,,,,,,,,10,,0,0,9,,0,0,1,4,,4,1,14,31,2,2,,0,0,2,2,2,,1,,1,,4,3,3,2,,,3,,0,81,0,3098,3,,1,1,,1,0,0,31,0,0,4,,,,1,,,,,0,0,,0,2,2,1,0,,0,,,0,,0,1,,,18,,122,,4,1,,,0,,5,,,194,1369,146,2,89,0,4,4,,10,25,35,165,2,1,1,2,,,1,0,,,,0,0,,0,1,,3,10,,28,15,,,,,3,2,,38,14,12,1,,0,1,,27,47,21,411,24,60,29,46,1,1,1,47,79,116,,,,2,388,19,0,,1,,,,,,0,,,,1,1,3,,,0,,3,,2,3,,,0,,,2,6,9,,1,,,,0,0,,32,158,24,,268,22,,,9,153,11,86,,,,32793
333413,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,195,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,12,,,114,54,,,,,,,,,,,,,111,,,,,,,240,,,,5836
333511,,,,,,3,,,,,,,,,,,35,1,,,,,,9,82,,,,,76,,,,,,,178,1020,,,,,,,77,,,,,,,,,,,,,115,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,6385
333514,,,,,,20,,,,,,,,,,,227,13,,,,,,71,437,,85,32,,,,,,,,,8,189,,,,76,,,,,,,,26,132,,,1,,27,,152,489,,,,2,12,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,35,19,,,,,29,,55,,58,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,10307
333517,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,756,,19,12,,,,87,,,,,,,,42,27,,,,,,,,,,1,,,,177,84,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7601
33351B,4,2,2,3,1,2,0,1,0,1,,0,4,1,1,,1,34,0,25,,6,7,10,11,,7,4,3,53,13,103,55,2,18,2,484,352,45,4,32,7,2,47,7,13,,12,13,9,85,1,,13,2,14,6,264,364,334,661,13,,,12,2,8,35,6,4,1,29,59,1,0,0,0,7,2,2,3,4,2,9,0,3,3,6,2,2,14,0,,0,1,3,1,1,2,3,7,1,0,3,40,0,3,2,49,3,19,2,0,2,12,21,21,1,21,39,7,31,0,4,,,1,7,4,,,1,1,2,0,1,,2,3,1,21,13,8,1,,1,24,1,2,36,25,,,,,,,,1,0,2,,,,,1,,,5,,5,,,1,,16,1,0,,,0,,0,0,0,1,,,1,7,9,14,7,1,1,1,4,,2,0,,,0,,0,1,3,3,2,,,,,,0,,1,4,1,,19,13,7,2,6,2,4,22,0,1,,8384
333611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,1174,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12065
333612,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,30,236,147,3,96,,,26,,,,,,59,33,183,4,3,86,,,94,78,34,,85,85,,,,,,,,,,88,49,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,71,7,1769,,,62,92,,,,,,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031
333613,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,11,,,0,,,,,7,64,,,,,,,,,,,12,807,540,508,,,503,,8,,6,148,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,64,396,767,,,,,,,,,,930,,,,,,,17,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,4936
333618,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,164,178,1585,534,,,,,,,1,,,,0,0,2,19,42,1698,885,341,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,,,,,,,,,1310,2879,2828,,,,,5672,6,159,,,,1,,2,,,,,472,332,,,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26159
